command,intent
play believer,play_music
play music,play_music
start music,play_music
play despacito,play_music
play music,play_music
play shape of you,play_music
start music,play_music
play music,play_music
play believer,play_music
play some song,play_music
play some song,play_music
start music,play_music
play music,play_music
play some song,play_music
play music,play_music
play music,play_music
start music,play_music
start music,play_music
play some song,play_music
start music,play_music
play despacito,play_music
play music,play_music
play despacito,play_music
play some song,play_music
play despacito,play_music
play music,play_music
play some song,play_music
play music,play_music
play some song,play_music
play some song,play_music
start music,play_music
play some song,play_music
play some song,play_music
play music,play_music
play shape of you,play_music
start music,play_music
play believer,play_music
start music,play_music
play some song,play_music
play music,play_music
play shape of you,play_music
play despacito,play_music
start music,play_music
play kesariya,play_music
play music,play_music
play believer,play_music
play some song,play_music
play music,play_music
play music,play_music
start music,play_music
play some song,play_music
play kesariya,play_music
play despacito,play_music
play some song,play_music
play music,play_music
play some song,play_music
play music,play_music
play shape of you,play_music
play some song,play_music
play music,play_music
play some song,play_music
play some song,play_music
start music,play_music
play some song,play_music
play shape of you,play_music
play despacito,play_music
play music,play_music
play some song,play_music
play music,play_music
play some song,play_music
play music,play_music
play music,play_music
play music,play_music
start music,play_music
play music,play_music
play despacito,play_music
start music,play_music
play believer,play_music
play music,play_music
play some song,play_music
play music,play_music
play despacito,play_music
start music,play_music
play some song,play_music
play kesariya,play_music
play shape of you,play_music
play music,play_music
play some song,play_music
